Unnamed: 0,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,class,stalk_height,cap_diameter
1097,flat,scaly,green,yes,fishy,free,distant,narrow,yellow,tapering,equal,silky,scaly,yellow,buff,universal,orange,one,flaring,chocolate,abundant,grasses,poisonous,7.512965857,22.29541547
671,sunken,smooth,white,yes,musty,attached,crowded,narrow,pink,enlarging,bulbous,scaly,fibrous,brown,cinnamon,universal,orange,none,cobwebby,buff,clustered,grasses,poisonous,14.51427112,9.284473156
1020,conical,scaly,white,no,almond,free,distant,broad,buff,tapering,rhizomorphs,fibrous,scaly,cinnamon,white,partial,brown,none,none,brown,scattered,urban,edible,7.020982479,9.52621332
798,sunken,scaly,white,no,creosote,attached,distant,broad,buff,tapering,rhizomorphs,smooth,fibrous,yellow,gray,partial,white,none,evanescent,buff,several,grasses,poisonous,7.778957057,23.96246012
1267,bell,smooth,yellow,no,foul,free,crowded,narrow,purple,tapering,missing,scaly,smooth,yellow,buff,universal,orange,two,flaring,chocolate,scattered,woods,edible,10.0538776,23.07461307
189,conical,fibrous,buff,no,none,free,distant,broad,gray,tapering,rhizomorphs,silky,smooth,orange,pink,partial,yellow,two,evanescent,chocolate,solitary,woods,poisonous,6.809988812,11.30484955
547,bell,scaly,gray,no,creosote,notched,crowded,broad,brown,enlarging,equal,smooth,scaly,orange,yellow,partial,white,two,large,orange,numerous,woods,poisonous,12.35354761,21.23874268
1277,flat,scaly,brown,yes,foul,notched,distant,narrow,purple,tapering,cup,scaly,scaly,buff,gray,universal,white,one,pendant,buff,abundant,meadows,poisonous,3.708787943,18.95846498
972,sunken,smooth,brown,no,none,free,close,narrow,brown,tapering,missing,silky,scaly,yellow,pink,universal,orange,two,none,green,solitary,leaves,poisonous,7.437070797,12.18362154
222,flat,scaly,purple,no,none,notched,close,broad,red,tapering,club,scaly,smooth,gray,pink,universal,yellow,one,cobwebby,white,scattered,grasses,poisonous,13.93726898,13.14428976
9,conical,smooth,yellow,yes,anise,notched,crowded,narrow,brown,tapering,missing,fibrous,silky,brown,red,partial,white,two,none,orange,abundant,meadows,poisonous,5.977881041,5.110797484
929,bell,grooves,pink,yes,spicy,attached,close,broad,buff,enlarging,bulbous,fibrous,fibrous,orange,red,universal,white,none,none,yellow,several,woods,edible,3.16809473,7.842863079
551,bell,smooth,white,yes,spicy,free,close,narrow,chocolate,enlarging,rhizomorphs,scaly,silky,orange,cinnamon,partial,orange,one,large,green,clustered,waste,poisonous,9.622713617,2.646681812
719,flat,grooves,purple,yes,spicy,attached,crowded,broad,pink,enlarging,rhizomorphs,fibrous,fibrous,orange,gray,partial,yellow,one,sheathing,black,scattered,urban,poisonous,2.309416823,12.9479314
393,bell,grooves,yellow,no,creosote,attached,crowded,narrow,buff,tapering,rooted,scaly,scaly,red,gray,partial,brown,one,evanescent,buff,numerous,leaves,edible,4.371792212,5.703625451
203,conical,grooves,brown,yes,fishy,attached,distant,narrow,white,enlarging,cup,fibrous,scaly,brown,yellow,universal,white,one,evanescent,green,abundant,waste,poisonous,4.477326521,9.941357974
841,flat,fibrous,white,no,none,attached,distant,narrow,green,enlarging,cup,scaly,fibrous,white,white,partial,yellow,one,cobwebby,purple,clustered,urban,poisonous,10.18759693,16.15854105
726,sunken,grooves,pink,no,spicy,descending,close,narrow,black,tapering,equal,fibrous,scaly,gray,red,universal,brown,two,zone,brown,abundant,waste,poisonous,3.011369991,20.63189557
944,conical,fibrous,buff,yes,spicy,free,crowded,broad,buff,enlarging,missing,smooth,fibrous,yellow,white,universal,yellow,two,pendant,white,several,paths,poisonous,12.43950722,4.770630603
648,conical,scaly,purple,no,anise,descending,distant,narrow,yellow,tapering,missing,smooth,fibrous,orange,red,partial,orange,none,evanescent,purple,solitary,meadows,edible,11.46054333,12.79650616
50,bell,fibrous,brown,no,pungent,free,crowded,narrow,black,enlarging,bulbous,scaly,smooth,brown,orange,partial,yellow,one,evanescent,buff,clustered,paths,poisonous,6.200762712,8.899706658
546,conical,fibrous,red,yes,anise,attached,crowded,broad,purple,enlarging,cup,fibrous,fibrous,white,yellow,partial,brown,one,zone,green,solitary,woods,edible,5.641118393,2.800862018
703,conical,scaly,pink,yes,pungent,attached,distant,narrow,purple,enlarging,rhizomorphs,silky,smooth,white,red,universal,brown,one,large,orange,numerous,meadows,edible,6.391046249,14.89953285
119,sunken,smooth,green,no,musty,free,close,broad,pink,enlarging,cup,silky,fibrous,buff,red,partial,orange,none,pendant,green,clustered,paths,poisonous,7.328065367,22.48365095
641,bell,grooves,green,no,none,notched,close,narrow,yellow,enlarging,rhizomorphs,smooth,scaly,orange,yellow,partial,brown,none,zone,black,clustered,leaves,poisonous,6.617364257,1.124324138
467,bell,grooves,brown,yes,anise,free,close,narrow,brown,enlarging,equal,fibrous,scaly,cinnamon,cinnamon,partial,white,two,none,brown,several,urban,poisonous,6.0499634,20.34956565
700,flat,scaly,yellow,yes,none,notched,close,broad,brown,tapering,missing,scaly,silky,brown,pink,universal,yellow,two,large,yellow,several,meadows,edible,6.515575061,14.74244291
719,flat,grooves,purple,yes,spicy,attached,crowded,broad,pink,enlarging,rhizomorphs,fibrous,fibrous,orange,gray,partial,yellow,one,sheathing,black,scattered,urban,poisonous,2.309416823,12.9479314
1159,sunken,fibrous,pink,yes,anise,notched,distant,narrow,brown,enlarging,club,silky,silky,brown,buff,partial,yellow,none,cobwebby,purple,numerous,paths,poisonous,6.232412648,2.924349271
875,sunken,grooves,gray,yes,creosote,notched,crowded,narrow,green,enlarging,equal,fibrous,fibrous,brown,buff,partial,brown,none,zone,orange,solitary,leaves,poisonous,9.251979097,8.78047543
637,sunken,smooth,gray,yes,creosote,attached,close,narrow,black,enlarging,missing,scaly,scaly,buff,pink,universal,brown,one,none,black,numerous,meadows,poisonous,13.60194268,2.48591561
557,bell,scaly,green,yes,almond,free,distant,narrow,brown,tapering,missing,fibrous,scaly,cinnamon,brown,partial,brown,two,flaring,brown,abundant,urban,edible,8.036207307,15.6034745
163,flat,grooves,red,yes,fishy,free,close,narrow,orange,enlarging,cup,silky,scaly,buff,cinnamon,partial,brown,one,pendant,purple,abundant,leaves,poisonous,4.358192627,4.923352886
645,sunken,smooth,purple,yes,almond,free,crowded,broad,pink,tapering,rooted,silky,scaly,yellow,pink,universal,orange,none,pendant,purple,abundant,grasses,edible,9.88085075,9.095326343
632,flat,smooth,yellow,no,almond,notched,close,broad,buff,tapering,cup,smooth,fibrous,yellow,white,universal,yellow,one,pendant,white,several,woods,poisonous,9.274446608,5.04749188
160,convex,fibrous,red,yes,almond,free,distant,narrow,chocolate,tapering,club,scaly,fibrous,buff,buff,partial,yellow,none,flaring,yellow,clustered,urban,poisonous,11.51675011,5.744002299
505,sunken,fibrous,pink,yes,spicy,attached,crowded,narrow,chocolate,tapering,rhizomorphs,silky,scaly,orange,white,universal,white,one,flaring,green,clustered,leaves,poisonous,12.34391129,24.08517969
1066,sunken,scaly,pink,no,musty,descending,distant,narrow,red,tapering,missing,silky,smooth,brown,yellow,universal,orange,two,large,white,abundant,leaves,edible,10.58641547,22.77426197
316,conical,fibrous,buff,yes,anise,notched,close,narrow,black,tapering,bulbous,smooth,fibrous,orange,cinnamon,partial,brown,one,none,chocolate,solitary,meadows,poisonous,7.10799219,6.426642669
497,sunken,fibrous,brown,yes,fishy,descending,distant,narrow,chocolate,enlarging,rhizomorphs,silky,scaly,cinnamon,pink,partial,white,two,none,black,abundant,grasses,poisonous,10.90581874,10.14136681
269,sunken,scaly,brown,yes,none,notched,close,narrow,black,tapering,rooted,scaly,fibrous,orange,red,universal,orange,none,large,black,abundant,leaves,edible,5.994855823,2.563013266
382,conical,grooves,yellow,no,creosote,notched,crowded,narrow,buff,enlarging,equal,scaly,fibrous,brown,buff,universal,orange,none,evanescent,black,abundant,urban,edible,12.67671893,17.03615043
199,conical,smooth,yellow,no,creosote,free,distant,broad,green,tapering,club,fibrous,fibrous,yellow,pink,universal,yellow,one,large,buff,abundant,meadows,edible,13.36000537,15.95663248
1204,flat,fibrous,yellow,no,musty,free,crowded,narrow,purple,tapering,bulbous,scaly,scaly,gray,yellow,partial,yellow,two,large,buff,several,grasses,poisonous,8.898135791,3.004207447
1182,convex,smooth,gray,no,fishy,notched,crowded,narrow,black,enlarging,missing,scaly,scaly,gray,buff,universal,brown,two,evanescent,brown,several,woods,poisonous,2.969487291,1.386361104
399,bell,grooves,white,yes,musty,free,close,broad,purple,enlarging,bulbous,scaly,fibrous,orange,orange,universal,brown,two,sheathing,yellow,clustered,meadows,edible,6.255282667,19.22378086
677,bell,grooves,buff,yes,musty,descending,distant,narrow,chocolate,enlarging,equal,scaly,silky,orange,yellow,partial,brown,two,cobwebby,green,clustered,urban,edible,11.57296281,1.956629552
1106,conical,grooves,white,yes,spicy,attached,distant,broad,orange,tapering,equal,silky,fibrous,orange,buff,partial,brown,none,cobwebby,black,several,woods,edible,6.19524988,22.24173598
93,conical,grooves,gray,no,anise,notched,distant,narrow,green,enlarging,equal,fibrous,scaly,buff,yellow,universal,brown,one,zone,chocolate,solitary,paths,poisonous,5.742753547,21.76343322
101,sunken,grooves,white,yes,spicy,descending,distant,narrow,orange,tapering,cup,scaly,smooth,red,cinnamon,universal,brown,one,sheathing,yellow,abundant,paths,edible,9.524732908,5.640928203
1055,conical,scaly,white,no,almond,descending,distant,broad,red,enlarging,rhizomorphs,silky,silky,orange,gray,universal,yellow,none,evanescent,brown,scattered,urban,poisonous,3.381610917,8.971019094
392,bell,smooth,brown,no,spicy,notched,crowded,broad,yellow,enlarging,missing,scaly,fibrous,white,yellow,partial,yellow,one,large,chocolate,solitary,grasses,edible,5.145945451,11.5829778
308,flat,grooves,buff,no,anise,free,crowded,narrow,green,enlarging,missing,silky,smooth,brown,yellow,universal,brown,two,zone,buff,abundant,urban,edible,10.55240948,16.15749444
387,bell,smooth,red,no,spicy,attached,distant,broad,purple,enlarging,missing,smooth,silky,orange,brown,partial,brown,none,zone,black,scattered,meadows,poisonous,9.9304891,24.30146839
1171,bell,smooth,yellow,yes,pungent,attached,distant,broad,brown,enlarging,club,scaly,silky,pink,cinnamon,universal,yellow,none,large,brown,scattered,leaves,poisonous,4.159778706,2.982914945
180,bell,smooth,green,no,spicy,notched,close,narrow,orange,tapering,cup,silky,silky,cinnamon,yellow,partial,brown,two,evanescent,buff,scattered,grasses,poisonous,9.716529666,19.54827119
410,flat,grooves,buff,yes,fishy,notched,crowded,narrow,purple,tapering,equal,silky,smooth,red,brown,partial,yellow,two,pendant,yellow,clustered,waste,edible,14.24036471,15.21639723
463,convex,smooth,green,yes,none,notched,crowded,narrow,green,enlarging,equal,silky,scaly,yellow,buff,partial,white,none,zone,chocolate,several,urban,poisonous,2.237103367,23.4000917
223,convex,smooth,purple,yes,creosote,notched,close,narrow,yellow,enlarging,club,fibrous,silky,pink,buff,partial,orange,two,sheathing,buff,numerous,urban,edible,8.17381121,4.98892986
1149,conical,scaly,red,yes,almond,notched,crowded,narrow,pink,tapering,bulbous,scaly,silky,cinnamon,yellow,universal,brown,one,none,brown,several,meadows,edible,9.223837765,12.3862752
1205,bell,scaly,green,no,spicy,attached,close,broad,yellow,tapering,club,silky,fibrous,orange,white,partial,orange,one,sheathing,brown,scattered,grasses,poisonous,14.05138802,17.00177954
106,conical,grooves,green,no,spicy,descending,close,narrow,gray,tapering,rhizomorphs,smooth,smooth,red,brown,universal,brown,none,sheathing,black,solitary,grasses,poisonous,5.046057626,5.121720586
140,convex,scaly,green,no,musty,attached,distant,broad,green,enlarging,missing,silky,silky,pink,cinnamon,universal,orange,one,zone,yellow,numerous,meadows,poisonous,8.091160821,9.777055304
1110,sunken,fibrous,red,yes,creosote,notched,crowded,narrow,red,enlarging,club,silky,silky,orange,cinnamon,universal,brown,one,sheathing,purple,scattered,paths,edible,9.941801592,3.291041866
336,flat,smooth,white,no,fishy,descending,close,narrow,gray,tapering,bulbous,fibrous,smooth,pink,red,partial,brown,two,evanescent,brown,solitary,waste,edible,5.458543157,24.4567602
519,convex,scaly,yellow,yes,foul,notched,close,broad,yellow,enlarging,rhizomorphs,scaly,smooth,brown,gray,universal,orange,one,flaring,green,numerous,urban,poisonous,10.52019449,22.82613032
83,bell,scaly,brown,no,fishy,notched,crowded,broad,buff,enlarging,equal,scaly,silky,red,orange,universal,yellow,none,pendant,buff,numerous,urban,poisonous,13.52391525,18.94396292
83,bell,scaly,brown,no,fishy,notched,crowded,broad,buff,enlarging,equal,scaly,silky,red,orange,universal,yellow,none,pendant,buff,numerous,urban,poisonous,13.52391525,18.94396292
633,bell,scaly,purple,yes,none,notched,crowded,narrow,red,enlarging,rooted,silky,fibrous,white,brown,universal,white,two,flaring,chocolate,numerous,grasses,edible,4.859012983,24.37153398
767,flat,grooves,green,yes,spicy,free,crowded,broad,purple,tapering,rhizomorphs,silky,scaly,red,brown,universal,orange,two,flaring,white,scattered,urban,poisonous,9.386941714,15.51442091
1158,conical,fibrous,red,yes,almond,free,close,narrow,red,enlarging,rooted,fibrous,fibrous,red,yellow,universal,brown,none,large,brown,scattered,woods,edible,12.3853224,3.531304386
1051,flat,smooth,brown,yes,anise,descending,close,narrow,orange,enlarging,missing,silky,fibrous,brown,brown,universal,yellow,none,pendant,purple,several,paths,poisonous,13.56794498,3.847520703
451,conical,grooves,pink,no,spicy,attached,crowded,narrow,gray,enlarging,club,smooth,smooth,cinnamon,yellow,universal,brown,one,zone,white,several,urban,edible,13.62600684,12.75492553
1231,conical,smooth,purple,no,almond,notched,close,broad,black,enlarging,rooted,smooth,fibrous,cinnamon,pink,partial,yellow,one,zone,chocolate,several,leaves,poisonous,11.80582912,15.49302814
868,convex,grooves,gray,no,pungent,attached,close,broad,brown,enlarging,club,fibrous,fibrous,orange,buff,universal,brown,two,flaring,chocolate,several,meadows,edible,13.03600056,8.269301515
947,bell,smooth,red,no,fishy,free,crowded,broad,green,enlarging,missing,smooth,smooth,yellow,gray,partial,brown,none,large,green,numerous,waste,poisonous,7.254007651,7.837316621
1079,flat,fibrous,pink,no,almond,notched,distant,broad,brown,enlarging,cup,fibrous,scaly,cinnamon,cinnamon,partial,white,two,cobwebby,yellow,abundant,woods,poisonous,14.89245621,5.105594263
258,conical,grooves,buff,no,pungent,descending,close,broad,brown,enlarging,club,silky,scaly,yellow,yellow,partial,yellow,none,zone,buff,abundant,meadows,poisonous,4.621594077,12.72856367
624,convex,smooth,gray,no,spicy,notched,crowded,broad,pink,enlarging,bulbous,scaly,fibrous,gray,white,universal,yellow,none,pendant,chocolate,numerous,paths,edible,12.71101729,1.503600355
405,convex,smooth,pink,no,creosote,attached,distant,broad,orange,tapering,cup,smooth,silky,red,yellow,partial,white,none,cobwebby,purple,solitary,grasses,poisonous,11.99546561,10.00850049
863,sunken,scaly,brown,yes,foul,attached,crowded,narrow,chocolate,tapering,bulbous,silky,silky,pink,orange,partial,orange,one,flaring,purple,abundant,leaves,poisonous,5.877891149,17.46414493
1060,flat,smooth,green,yes,creosote,attached,distant,broad,chocolate,tapering,cup,fibrous,scaly,cinnamon,yellow,partial,white,one,evanescent,black,numerous,paths,poisonous,11.78267657,18.70860729
1109,convex,smooth,purple,yes,anise,attached,distant,narrow,black,enlarging,bulbous,silky,smooth,cinnamon,orange,partial,brown,none,zone,black,solitary,urban,edible,12.43401525,17.69805916
900,sunken,smooth,gray,yes,musty,free,distant,broad,green,tapering,rooted,silky,silky,pink,buff,partial,brown,none,sheathing,brown,clustered,grasses,poisonous,8.520962668,22.36879733
146,conical,smooth,purple,yes,spicy,attached,distant,narrow,brown,tapering,missing,silky,smooth,gray,red,partial,yellow,none,cobwebby,purple,numerous,leaves,poisonous,11.78080386,5.396446776
562,bell,fibrous,brown,yes,spicy,attached,close,broad,chocolate,enlarging,bulbous,silky,fibrous,cinnamon,pink,partial,yellow,one,pendant,black,scattered,urban,poisonous,11.00635819,11.54666415
704,sunken,fibrous,brown,yes,fishy,descending,close,narrow,buff,tapering,club,silky,silky,brown,orange,universal,white,none,cobwebby,buff,solitary,paths,poisonous,7.174525083,5.829427143
372,sunken,grooves,white,yes,none,free,crowded,narrow,orange,tapering,rhizomorphs,fibrous,scaly,white,white,universal,yellow,none,pendant,brown,solitary,woods,poisonous,3.000808193,4.469407613
1137,bell,fibrous,gray,yes,spicy,attached,crowded,narrow,purple,enlarging,missing,scaly,silky,orange,red,universal,white,none,none,orange,scattered,paths,edible,14.7122264,4.741649906
829,bell,smooth,buff,no,pungent,descending,distant,broad,orange,tapering,rhizomorphs,scaly,scaly,orange,yellow,partial,brown,none,cobwebby,yellow,solitary,urban,poisonous,11.29483287,8.00458408
1219,convex,smooth,yellow,no,almond,notched,close,broad,purple,enlarging,rooted,silky,scaly,orange,orange,universal,brown,two,pendant,orange,several,waste,poisonous,12.17469613,21.19437181
336,flat,smooth,white,no,fishy,descending,close,narrow,gray,tapering,bulbous,fibrous,smooth,pink,red,partial,brown,two,evanescent,brown,solitary,waste,edible,5.458543157,24.4567602
211,sunken,scaly,yellow,yes,foul,free,close,narrow,white,tapering,rhizomorphs,smooth,silky,orange,gray,partial,brown,none,none,chocolate,abundant,urban,edible,11.81669115,3.131947177
1136,bell,scaly,gray,no,foul,free,distant,narrow,brown,enlarging,cup,smooth,silky,red,orange,partial,brown,none,evanescent,purple,clustered,meadows,edible,12.52477336,21.74272082
91,bell,smooth,red,no,almond,descending,distant,broad,red,tapering,bulbous,silky,fibrous,buff,orange,universal,yellow,two,cobwebby,black,numerous,paths,poisonous,6.494949518,6.14262248
209,sunken,scaly,buff,yes,musty,descending,crowded,narrow,green,enlarging,rhizomorphs,fibrous,smooth,yellow,red,universal,yellow,none,cobwebby,yellow,several,waste,poisonous,7.502190098,4.452843937
1155,convex,smooth,buff,no,foul,notched,close,narrow,black,enlarging,equal,silky,fibrous,buff,white,partial,white,two,none,black,clustered,urban,poisonous,2.507544533,8.238833262
595,convex,smooth,buff,yes,foul,attached,crowded,narrow,gray,enlarging,missing,scaly,smooth,gray,gray,universal,brown,none,large,green,several,waste,poisonous,11.81424139,19.8688221
356,sunken,scaly,buff,no,foul,free,distant,broad,green,enlarging,cup,fibrous,fibrous,brown,brown,universal,white,two,sheathing,purple,abundant,paths,edible,6.628719703,25.00005384
1154,bell,grooves,gray,yes,musty,notched,crowded,broad,chocolate,tapering,bulbous,fibrous,scaly,white,white,universal,brown,two,sheathing,buff,clustered,leaves,poisonous,3.846000185,22.78812616
210,conical,grooves,brown,no,creosote,free,distant,broad,pink,enlarging,bulbous,smooth,smooth,orange,red,partial,brown,two,cobwebby,black,several,paths,poisonous,13.83806494,6.945715146
316,conical,fibrous,buff,yes,anise,notched,close,narrow,black,tapering,bulbous,smooth,fibrous,orange,cinnamon,partial,brown,one,none,chocolate,solitary,meadows,poisonous,7.10799219,6.426642669
24,flat,smooth,pink,no,almond,free,close,broad,white,enlarging,club,silky,smooth,yellow,cinnamon,universal,yellow,one,zone,chocolate,abundant,paths,edible,3.923580658,8.889841334
497,sunken,fibrous,brown,yes,fishy,descending,distant,narrow,chocolate,enlarging,rhizomorphs,silky,scaly,cinnamon,pink,partial,white,two,none,black,abundant,grasses,poisonous,10.90581874,10.14136681
883,sunken,smooth,brown,no,none,attached,crowded,broad,gray,enlarging,bulbous,silky,scaly,buff,orange,partial,yellow,none,none,brown,numerous,waste,poisonous,14.64032559,19.98964161
374,convex,scaly,pink,yes,none,notched,crowded,narrow,orange,enlarging,rooted,scaly,silky,yellow,brown,partial,brown,none,large,black,numerous,waste,poisonous,9.792462229,9.943229375
651,convex,fibrous,green,no,musty,descending,crowded,broad,buff,enlarging,equal,scaly,smooth,orange,gray,universal,orange,one,flaring,chocolate,solitary,grasses,poisonous,7.345227567,10.7061115
77,flat,scaly,red,yes,musty,free,distant,broad,chocolate,tapering,equal,fibrous,smooth,brown,yellow,universal,white,two,large,black,numerous,paths,edible,10.3286104,13.62325656
672,conical,fibrous,red,yes,creosote,free,close,broad,gray,enlarging,rhizomorphs,fibrous,fibrous,gray,cinnamon,universal,brown,one,none,yellow,several,waste,edible,5.663549572,6.671447646
811,bell,smooth,brown,no,musty,attached,close,broad,purple,tapering,cup,silky,silky,yellow,pink,partial,brown,two,pendant,black,several,woods,poisonous,11.70185842,17.30587714
0,bell,scaly,pink,yes,anise,free,close,broad,red,tapering,rhizomorphs,fibrous,silky,white,red,partial,brown,two,pendant,black,several,leaves,poisonous,12.34947591,20.52011975
406,conical,smooth,pink,yes,musty,attached,distant,broad,green,enlarging,equal,fibrous,silky,red,cinnamon,partial,yellow,one,none,chocolate,numerous,meadows,poisonous,2.722751712,19.12038866
1174,flat,smooth,red,no,none,free,close,broad,red,tapering,club,silky,fibrous,gray,cinnamon,partial,white,none,pendant,yellow,scattered,waste,poisonous,5.91340183,3.218104219
715,convex,fibrous,green,yes,anise,free,distant,narrow,white,enlarging,rhizomorphs,silky,scaly,pink,white,universal,orange,one,cobwebby,chocolate,numerous,meadows,edible,14.56953072,1.584767139
1031,sunken,scaly,pink,no,fishy,notched,distant,narrow,red,enlarging,club,silky,fibrous,gray,white,partial,white,one,cobwebby,buff,several,waste,poisonous,4.536554903,6.617439185
582,convex,fibrous,buff,no,fishy,attached,crowded,narrow,pink,tapering,rhizomorphs,fibrous,scaly,buff,orange,universal,orange,one,zone,orange,clustered,leaves,poisonous,12.45043433,7.509931885
789,flat,grooves,pink,yes,creosote,free,close,narrow,white,enlarging,club,scaly,silky,brown,pink,universal,yellow,two,sheathing,orange,scattered,paths,poisonous,11.69737523,21.26322234
51,convex,smooth,pink,yes,almond,descending,distant,narrow,black,enlarging,club,fibrous,fibrous,pink,white,partial,yellow,one,sheathing,brown,several,urban,poisonous,7.412867513,21.21278222
1252,conical,scaly,gray,yes,anise,descending,close,broad,pink,tapering,missing,silky,silky,yellow,orange,universal,brown,none,zone,buff,clustered,leaves,poisonous,9.619980088,2.99420109
74,bell,scaly,red,no,almond,descending,crowded,broad,buff,tapering,bulbous,silky,scaly,white,cinnamon,partial,yellow,one,sheathing,brown,solitary,grasses,edible,5.916232348,7.922566421
352,bell,fibrous,white,yes,anise,descending,distant,narrow,black,enlarging,cup,silky,fibrous,cinnamon,orange,universal,yellow,two,cobwebby,black,several,woods,poisonous,7.917487887,2.336627195
223,convex,smooth,purple,yes,creosote,notched,close,narrow,yellow,enlarging,club,fibrous,silky,pink,buff,partial,orange,two,sheathing,buff,numerous,urban,edible,8.17381121,4.98892986
904,flat,fibrous,pink,no,pungent,free,distant,broad,chocolate,enlarging,bulbous,scaly,silky,cinnamon,red,universal,yellow,two,evanescent,purple,several,waste,poisonous,7.544234419,10.41498709
1226,conical,grooves,brown,no,fishy,descending,distant,broad,yellow,tapering,rooted,smooth,silky,orange,yellow,partial,brown,one,flaring,green,abundant,waste,poisonous,6.702634258,4.882309137
146,conical,smooth,purple,yes,spicy,attached,distant,narrow,brown,tapering,missing,silky,smooth,gray,red,partial,yellow,none,cobwebby,purple,numerous,leaves,poisonous,11.78080386,5.396446776
102,bell,scaly,white,no,foul,notched,crowded,broad,gray,tapering,rooted,smooth,silky,white,gray,partial,white,none,pendant,green,abundant,grasses,poisonous,14.16475586,9.676017013
172,convex,smooth,yellow,no,spicy,free,close,narrow,pink,tapering,equal,silky,scaly,gray,orange,partial,orange,two,sheathing,black,clustered,waste,poisonous,6.32312998,20.63271919
1266,flat,scaly,yellow,yes,anise,free,distant,broad,orange,tapering,club,fibrous,silky,orange,brown,partial,brown,two,zone,white,clustered,meadows,poisonous,5.762326976,9.394681371
50,bell,fibrous,brown,no,pungent,free,crowded,narrow,black,enlarging,bulbous,scaly,smooth,brown,orange,partial,yellow,one,evanescent,buff,clustered,paths,poisonous,6.200762712,8.899706658
1156,sunken,smooth,gray,yes,none,descending,distant,broad,red,tapering,bulbous,silky,silky,gray,gray,partial,yellow,one,sheathing,purple,scattered,leaves,poisonous,13.62231955,9.67998323
1130,sunken,fibrous,white,yes,anise,notched,distant,narrow,buff,enlarging,rooted,smooth,smooth,orange,buff,partial,brown,none,cobwebby,chocolate,several,meadows,poisonous,13.54708234,19.54563133
594,bell,grooves,yellow,yes,foul,attached,distant,broad,buff,tapering,bulbous,smooth,smooth,cinnamon,white,partial,white,none,zone,green,clustered,grasses,edible,7.047471594,13.7309019
808,convex,grooves,red,no,pungent,notched,crowded,broad,buff,tapering,bulbous,fibrous,fibrous,yellow,pink,universal,brown,none,sheathing,green,abundant,leaves,edible,3.140109251,24.85184031
902,sunken,scaly,yellow,yes,almond,free,crowded,broad,pink,tapering,missing,fibrous,scaly,brown,pink,universal,white,one,sheathing,yellow,several,meadows,edible,10.11603766,16.88547323
280,convex,scaly,brown,no,anise,descending,crowded,narrow,black,enlarging,missing,silky,smooth,gray,yellow,universal,white,one,large,green,abundant,leaves,poisonous,2.117873141,4.790971331
521,flat,scaly,gray,no,foul,descending,close,broad,gray,enlarging,missing,fibrous,silky,cinnamon,white,universal,yellow,one,large,chocolate,solitary,urban,edible,6.70118969,10.11788363
431,conical,fibrous,buff,yes,foul,descending,distant,narrow,orange,tapering,rooted,silky,smooth,red,yellow,partial,yellow,one,large,black,solitary,leaves,poisonous,13.16991482,5.460104667
1072,flat,grooves,buff,no,none,free,close,broad,purple,enlarging,club,fibrous,scaly,orange,buff,universal,yellow,none,pendant,chocolate,several,woods,poisonous,10.34430643,9.395295854
678,bell,grooves,pink,yes,fishy,free,crowded,narrow,gray,enlarging,rhizomorphs,silky,silky,gray,orange,partial,yellow,two,flaring,brown,clustered,paths,poisonous,6.483618628,2.76647531
1081,flat,scaly,gray,yes,spicy,free,distant,broad,yellow,enlarging,rooted,fibrous,smooth,pink,cinnamon,universal,white,two,none,orange,clustered,woods,edible,13.61508543,20.66825722
802,conical,scaly,brown,no,fishy,descending,crowded,broad,green,enlarging,club,silky,fibrous,white,brown,universal,white,one,evanescent,buff,clustered,paths,poisonous,8.683279945,14.24589141
557,bell,scaly,green,yes,almond,free,distant,narrow,brown,tapering,missing,fibrous,scaly,cinnamon,brown,partial,brown,two,flaring,brown,abundant,urban,edible,8.036207307,15.6034745
880,flat,scaly,purple,no,musty,descending,crowded,narrow,black,tapering,bulbous,fibrous,scaly,buff,yellow,universal,yellow,two,sheathing,white,abundant,paths,poisonous,3.40385894,11.89022277
231,convex,smooth,brown,no,musty,descending,crowded,narrow,white,enlarging,rooted,scaly,smooth,brown,orange,universal,white,one,sheathing,chocolate,solitary,urban,poisonous,6.707135372,13.28521899
1219,convex,smooth,yellow,no,almond,notched,close,broad,purple,enlarging,rooted,silky,scaly,orange,orange,universal,brown,two,pendant,orange,several,waste,poisonous,12.17469613,21.19437181
529,flat,scaly,yellow,no,musty,free,close,broad,white,enlarging,rhizomorphs,smooth,smooth,orange,brown,partial,orange,two,none,white,abundant,leaves,poisonous,14.19861113,16.47932982
456,sunken,scaly,red,yes,creosote,free,close,broad,yellow,enlarging,equal,scaly,scaly,yellow,red,partial,orange,one,large,orange,solitary,waste,poisonous,14.00333793,20.53498163
1056,sunken,smooth,gray,yes,spicy,descending,close,broad,orange,enlarging,bulbous,silky,scaly,gray,gray,universal,brown,two,large,chocolate,scattered,paths,poisonous,8.366407045,13.44866758
1089,flat,scaly,purple,yes,almond,notched,crowded,narrow,chocolate,enlarging,rooted,fibrous,fibrous,brown,buff,universal,yellow,one,cobwebby,brown,several,woods,poisonous,4.114954907,10.59747485
595,convex,smooth,buff,yes,foul,attached,crowded,narrow,gray,enlarging,missing,scaly,smooth,gray,gray,universal,brown,none,large,green,several,waste,poisonous,11.81424139,19.8688221
